CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
164234663,04/26/2017,04:25:00,,(null),70,04/26/2017,343,OTHER OFFENSES RELATED TO THEF,478.0,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"996,941","172,127",UNKNOWN,BLACK,M,,40.63911632,-73.95427227,"(40.63911632, -73.95427227)",PATROL BORO BKLYN SOUTH,(null),45-64,WHITE HISPANIC,M
188735574,10/13/2018,20:50:00,10/13/2018,20:57:00,120,10/13/2018,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,SMALL MERCHANT,N.Y. POLICE DEPT,0,(null),(null),(null),"963,024","171,638",45-64,BLACK,M,,40.63776,-74.076476,"(40.63776, -74.076476)",PATROL BORO STATEN ISLAND,(null),UNKNOWN,UNKNOWN,E
183783970,06/12/2018,22:25:00,06/12/2018,22:26:00,1,06/13/2018,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"979,979","196,336",UNKNOWN,BLACK,M,,40.705574,-74.015404,"(40.705574, -74.015404)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,F
169709710,09/25/2017,17:00:00,09/25/2017,17:05:00,76,09/25/2017,109,GRAND LARCENY,425.0,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"984,404","187,701",(null),(null),(null),,40.681875,-73.999444,"(40.681875, -73.999444)",PATROL BORO BKLYN SOUTH,(null),65+,WHITE,F
160216004,01/11/2017,21:24:00,,(null),49,01/12/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),34132,"1,022,659","253,757",25-44,WHITE HISPANIC,M,,40.863098,-73.861137,"(40.863098, -73.861137)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
160490987,01/21/2017,18:10:00,01/21/2017,18:15:00,67,01/21/2017,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"996,485","176,591",UNKNOWN,UNKNOWN,U,,40.65136968,-73.95590722,"(40.65136968, -73.95590722)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,F
174139896,01/28/2018,20:04:00,01/28/2018,20:06:00,78,01/28/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"990,420","188,642",18-24,BLACK,F,,40.684454,-73.97775,"(40.684454, -73.97775)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
183060686,05/23/2018,14:00:00,05/23/2018,20:30:00,112,05/23/2018,341,PETIT LARCENY,343.0,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),"1,029,629","200,894",(null),(null),(null),,40.71797,-73.836296,"(40.71797, -73.836296)",PATROL BORO QUEENS NORTH,(null),18-24,ASIAN / PACIFIC ISLANDER,M
173300598,01/05/2018,19:00:00,01/05/2018,19:25:00,26,01/05/2018,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),730,"997,083","236,928",(null),(null),(null),,40.81698,-73.953637,"(40.81698, -73.953637)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,E
167569109,07/30/2017,13:30:00,07/30/2017,14:05:00,49,07/30/2017,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,024,598","252,785",45-64,WHITE,M,,40.86042,-73.854134,"(40.86042, -73.854134)",PATROL BORO BRONX,(null),45-64,WHITE HISPANIC,M
188385401,10/02/2018,21:00:00,10/02/2018,21:30:00,121,10/04/2018,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"942,152","170,771",18-24,BLACK,M,,40.635303,-74.151676,"(40.635303, -74.151676)",PATROL BORO STATEN ISLAND,(null),18-24,BLACK,F
189082214,10/22/2018,22:15:00,10/22/2018,22:30:00,84,10/22/2018,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"987,881","191,128",25-44,BLACK,M,,40.691281,-73.986906,"(40.691281, -73.986906)",PATROL BORO BKLYN NORTH,(null),18-24,WHITE HISPANIC,F
168621247,08/28/2017,12:30:00,08/28/2017,13:30:00,105,08/30/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,HOSPITAL,N.Y. POLICE DEPT,0,(null),(null),(null),"1,064,052","212,613",(null),(null),(null),,40.749891,-73.711981,"(40.749891, -73.711981)",PATROL BORO QUEENS SOUTH,(null),25-44,WHITE,M
187793884,09/19/2018,14:50:00,09/19/2018,15:35:00,13,09/19/2018,352,CRIMINAL TRESPASS,203.0,"TRESPASS 3, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),"986,958","207,954",25-44,WHITE HISPANIC,M,,40.737464,-73.990226,"(40.737464, -73.990226)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
165614102,05/28/2017,22:00:00,05/28/2017,22:03:00,79,05/28/2017,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,366","187,197",25-44,BLACK,M,,40.680475,-73.941895,"(40.680475, -73.941895)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,D
163647891,04/06/2017,17:00:00,,(null),112,04/10/2017,341,PETIT LARCENY,313.0,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,030,163","201,234",18-24,WHITE HISPANIC,F,,40.718899,-73.834368,"(40.718899, -73.834368)",PATROL BORO QUEENS NORTH,(null),25-44,WHITE HISPANIC,M
163515109,04/05/2017,15:45:00,04/05/2017,16:05:00,9,04/05/2017,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"990,077","202,241",(null),(null),(null),,40.72178,-73.978978,"(40.72178, -73.978978)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,M
174114283,01/27/2018,22:25:00,01/27/2018,22:30:00,105,01/27/2018,118,DANGEROUS WEAPONS,792.0,CRIMINAL POSSESSION WEAPON,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,056,074","198,425",(null),(null),(null),,40.711016,-73.740924,"(40.711016, -73.740924)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E
169455196,09/17/2017,19:00:00,09/18/2017,02:00:00,47,09/18/2017,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,024,046","261,196",(null),(null),(null),,40.883508,-73.85608,"(40.883508, -73.85608)",PATROL BORO BRONX,(null),25-44,ASIAN / PACIFIC ISLANDER,M
168468351,08/25/2017,05:30:00,08/25/2017,05:35:00,79,08/25/2017,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"997,731","186,925",65+,BLACK,M,,40.679734,-73.951395,"(40.679734, -73.951395)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK HISPANIC,F
171469007,11/11/2017,01:30:00,11/11/2017,01:30:00,40,11/11/2017,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),"1,006,718","233,117",UNKNOWN,WHITE HISPANIC,F,,40.8065,-73.918838,"(40.8065, -73.918838)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,D
170605937,10/21/2017,03:05:00,10/21/2017,03:15:00,121,10/21/2017,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"938,206","160,380",25-44,WHITE,F,,40.60676273,-74.16582366,"(40.60676273, -74.16582366)",PATROL BORO STATEN ISLAND,(null),UNKNOWN,UNKNOWN,E
182839232,05/17/2018,13:00:00,05/17/2018,17:00:00,42,05/17/2018,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,013,027","245,098",UNKNOWN,UNKNOWN,U,,40.839368,-73.895999,"(40.839368, -73.895999)",PATROL BORO BRONX,(null),45-64,BLACK,M
189897327,11/10/2018,22:10:00,11/10/2018,22:12:00,67,11/10/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,HOSPITAL,N.Y. POLICE DEPT,0,(null),(null),(null),"1,008,769","177,614",UNKNOWN,BLACK,M,,40.654153,-73.911632,"(40.654153, -73.911632)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F
189461035,11/01/2018,15:00:00,11/01/2018,15:05:00,14,11/01/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"987,472","214,939",45-64,BLACK,M,,40.756635,-73.98837,"(40.756635, -73.98837)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
160239446,01/13/2017,11:17:00,01/13/2017,11:39:00,28,01/13/2017,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"998,948","233,793",45-64,BLACK,F,,40.808372,-73.946904,"(40.808372, -73.946904)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,D
190490280,11/27/2018,08:40:00,11/27/2018,09:10:00,109,11/28/2018,109,GRAND LARCENY,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,QUEENS,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,031,418","215,757",(null),(null),(null),,40.758756,-73.829738,"(40.758756, -73.829738)",PATROL BORO QUEENS NORTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
169399839,09/08/2017,19:00:00,09/09/2017,02:00:00,94,09/15/2017,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"997,282","204,143",25-44,WHITE,M,,40.72700069402,-73.95298311124,"(40.7270006940205, -73.9529831112437)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,F
162967742,03/20/2017,07:30:00,03/20/2017,08:00:00,42,03/20/2017,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,011,377","244,297",(null),(null),(null),,40.83717242,-73.90196604,"(40.83717242, -73.90196604)",PATROL BORO BRONX,(null),18-24,UNKNOWN,F
175381082,03/02/2018,15:42:00,,(null),52,03/02/2018,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,010,619","252,255",25-44,BLACK HISPANIC,M,,40.859017,-73.904672,"(40.859017, -73.904672)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
161989755,02/04/2017,00:05:00,02/04/2017,00:42:00,114,02/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,002,298","213,886",25-44,ASIAN / PACIFIC ISLANDER,M,,40.753726,-73.934855,"(40.753726, -73.934855)",PATROL BORO QUEENS NORTH,(null),25-44,WHITE,F
183637580,06/08/2018,21:10:00,,(null),106,06/08/2018,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,032,502","186,065",25-44,BLACK,M,,40.677251,-73.826039,"(40.677251, -73.826039)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK HISPANIC,M
163239452,03/28/2017,17:00:00,03/28/2017,17:00:00,33,03/28/2017,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"999,503","243,153",25-44,BLACK HISPANIC,M,3.0,40.83406096,-73.94487994,"(40.83406096, -73.94487994)",PATROL BORO MAN NORTH,157 STREET,UNKNOWN,UNKNOWN,E
166114912,06/15/2017,19:20:00,06/15/2017,19:30:00,121,06/15/2017,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"937,602","166,019",UNKNOWN,WHITE,M,,40.622239,-74.168037,"(40.622239, -74.168037)",PATROL BORO STATEN ISLAND,(null),UNKNOWN,ASIAN / PACIFIC ISLANDER,M
188502172,10/04/2018,19:40:00,10/04/2018,19:45:00,67,10/04/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,001,825","176,621",45-64,BLACK,M,,40.651445,-73.936661,"(40.651445, -73.936661)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
183046412,05/21/2018,12:10:00,05/23/2018,14:30:00,14,05/23/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),"986,962","214,020",65+,BLACK,M,,40.754112,-73.99021,"(40.754112, -73.99021)",PATROL BORO MAN SOUTH,(null),25-44,UNKNOWN,M
182612090,05/11/2018,21:50:00,,(null),109,05/11/2018,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,035,550","220,181",(null),(null),(null),,40.770875,-73.814789,"(40.770875, -73.814789)",PATROL BORO QUEENS NORTH,(null),45-64,ASIAN / PACIFIC ISLANDER,M
176127231,03/01/2018,00:00:00,03/20/2018,00:00:00,123,03/20/2018,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,STATEN ISLAND,(null),OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),"918,330","134,710",(null),(null),(null),,40.53617829,-74.23715485,"(40.53617829, -74.23715485)",PATROL BORO STATEN ISLAND,(null),UNKNOWN,UNKNOWN,E
173952194,01/23/2018,17:30:00,01/23/2018,21:30:00,106,01/23/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,032,748","187,580",18-24,ASIAN / PACIFIC ISLANDER,F,,40.681409,-73.82514,"(40.681409, -73.82514)",PATROL BORO QUEENS SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
170299962,10/11/2017,21:16:00,,(null),25,10/11/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,003,148","229,348",(null),(null),(null),,40.796164,-73.931745,"(40.796164, -73.931745)",PATROL BORO MAN NORTH,(null),45-64,BLACK,F
167598194,07/31/2017,09:00:00,07/31/2017,09:05:00,1,07/31/2017,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),"980,973","202,313",UNKNOWN,UNKNOWN,U,,40.721981,-74.01182,"(40.721981, -74.01182)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,M
165302430,05/30/2017,04:00:00,05/30/2017,04:05:00,18,05/30/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"987,043","217,881",18-24,WHITE,M,,40.764711,-73.989914,"(40.764711, -73.989914)",PATROL BORO MAN SOUTH,(null),18-24,WHITE,F
183082871,05/24/2018,13:10:00,05/24/2018,13:15:00,108,05/24/2018,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,007,692","210,861",45-64,WHITE,M,,40.745413,-73.915399,"(40.745413, -73.915399)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE,M
185372225,07/19/2018,17:20:00,07/19/2018,17:28:00,84,07/19/2018,343,THEFT OF SERVICES,475.0,UNAUTH. SALE OF TRANS. SERVICE,COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"987,759","191,193",25-44,BLACK,M,30.0,40.69145665,-73.98734658,"(40.69145665, -73.98734658)",PATROL BORO BKLYN NORTH,JAY STREET-BOROUGH HALL,UNKNOWN,UNKNOWN,E
172203696,12/02/2017,10:00:00,12/02/2017,10:05:00,108,12/02/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,012,931","209,746",UNKNOWN,ASIAN / PACIFIC ISLANDER,M,,40.742336,-73.896497,"(40.742336, -73.896497)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE,M
167146326,07/14/2017,08:45:00,07/14/2017,09:00:00,10,07/14/2017,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"984,621","214,435",UNKNOWN,UNKNOWN,U,,40.755251,-73.99866089,"(40.755251, -73.99866089)",PATROL BORO MAN SOUTH,(null),<18,BLACK,M
166581391,06/24/2017,12:40:00,06/24/2017,12:45:00,45,06/29/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,031,092","240,972",45-64,WHITE HISPANIC,M,,40.827964,-73.83074,"(40.827964, -73.83074)",PATROL BORO BRONX,(null),25-44,WHITE,F
164978807,05/16/2017,13:50:00,05/20/2017,12:15:00,88,05/20/2017,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,BEAUTY & NAIL SALON,N.Y. POLICE DEPT,0,(null),(null),(null),"995,361","190,123",(null),(null),(null),,40.688514,-73.959932,"(40.688514, -73.959932)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,D
170607776,10/20/2017,02:00:00,10/21/2017,08:00:00,43,10/21/2017,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,020,467","244,370",UNKNOWN,UNKNOWN,U,,40.837342,-73.869114,"(40.837342, -73.869114)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,M
162874213,01/02/2017,13:00:00,03/15/2017,09:00:00,19,03/16/2017,109,GRAND LARCENY,422.0,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"998,200","224,473",UNKNOWN,UNKNOWN,U,,40.782792,-73.949626,"(40.782792, -73.949626)",PATROL BORO MAN NORTH,(null),25-44,WHITE,M
165179467,05/25/2017,15:00:00,05/25/2017,15:05:00,67,05/25/2017,109,GRAND LARCENY,419.0,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,811","177,542",UNKNOWN,BLACK,M,,40.653974,-73.940313,"(40.653974, -73.940313)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK,F
170436437,10/16/2017,03:32:00,,(null),32,10/16/2017,361,OFF. AGNST PUB ORD SENSBLTY &,649.0,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOSPITAL,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,688","236,005",UNKNOWN,UNKNOWN,U,,40.81444,-73.940612,"(40.81444, -73.940612)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,E
187000036,08/25/2018,09:50:00,08/25/2018,09:53:00,84,08/29/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),"986,541","191,874",UNKNOWN,BLACK,U,,40.693326,-73.991736,"(40.693326, -73.991736)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,D
173368101,01/08/2018,06:35:00,,(null),43,01/08/2018,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,018,438","239,937",25-44,BLACK,M,,40.825181,-73.876469,"(40.825181, -73.876469)",PATROL BORO BRONX,(null),18-24,BLACK,F
184218561,06/21/2018,12:15:00,06/21/2018,12:40:00,122,06/21/2018,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"940,314","142,354",18-24,BLACK,M,,40.557298,-74.158114,"(40.557298, -74.158114)",PATROL BORO STATEN ISLAND,(null),65+,WHITE,M
191057271,12/12/2018,07:57:00,12/12/2018,08:03:00,18,12/12/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"989,127","219,109",(null),(null),(null),,40.768081,-73.98239,"(40.768081, -73.98239)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
191281175,12/16/2018,17:00:00,12/16/2018,17:15:00,102,12/18/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,030,184","194,453",25-44,BLACK,M,,40.700288,-73.834337,"(40.700288, -73.834337)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F
160088301,01/08/2017,20:00:00,01/09/2017,09:45:00,45,01/09/2017,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,031,879","260,051",(null),(null),(null),,40.88032556,-73.8277623,"(40.88032556, -73.8277623)",PATROL BORO BRONX,(null),25-44,BLACK,M
174395807,02/01/2018,00:30:00,02/01/2018,00:35:00,33,02/04/2018,341,PETIT LARCENY,343.0,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,MANHATTAN,(null),OTHER,N.Y. TRANSIT POLICE,1,(null),(null),(null),"1,000,916","245,710",(null),(null),(null),3.0,40.84107663,-73.9397674,"(40.84107663, -73.9397674)",PATROL BORO MAN NORTH,168 ST.-WASHINGTON HTS.,25-44,BLACK,M
